time,x_mpc,y_mpc,z_mpc,vx_mpc,vy_mpc,vz_mpc
3.230006442349726825e+01,4.674770530740819385e-01,5.356192572603013513e-02,4.841806468311974920e-01,-2.107945926823303132e-02,-7.006273449258564739e-03,-3.500161629320005380e-02
3.240006462295082201e+01,4.653617362028010240e-01,5.297939455230388228e-02,4.805802238521152958e-01,-2.122679377606110848e-02,-4.644326787730577652e-03,-3.700669966530008292e-02
3.250006482240437578e+01,4.632364831043265241e-01,5.262290729945490186e-02,4.768196872811658049e-01,-2.127818341574248470e-02,-2.485404048747560327e-03,-3.820388174351387750e-02
3.260006502185792243e+01,4.611115151800569967e-01,5.247049633626743592e-02,4.729801062428602987e-01,-2.122109030333696120e-02,-5.628091352322293298e-04,-3.858758585928682289e-02
3.270006522131147619e+01,4.589978145456859449e-01,5.249803735948972705e-02,4.691399337951553394e-01,-2.105283806723284856e-02,1.113628501049285582e-03,-3.821570990791008787e-02
3.280006542076502996e+01,4.569047155450067232e-01,5.268491128143121954e-02,4.653638596910686376e-01,-2.080905845131202081e-02,2.623842483262039255e-03,-3.730562154384534784e-02
3.290006562021858372e+01,4.548460664530209474e-01,5.299971409040849651e-02,4.617269881971390322e-01,-2.036384126759244531e-02,3.672201138600845148e-03,-3.543166325764935537e-02
3.300006581967213037e+01,4.528330261040306448e-01,5.341729089392612678e-02,4.582899971375772319e-01,-1.989688541076426939e-02,4.679318274349598614e-03,-3.330802082984475609e-02
3.310006601912568414e+01,4.508757243930768266e-01,5.391445064196582343e-02,4.550978448062791282e-01,-1.924907073031125598e-02,5.263856854428340497e-03,-3.053489845914756501e-02
3.320006621857923790e+01,4.489860098722701642e-01,5.446392405293720707e-02,4.521967311369521902e-01,-1.854514430391757118e-02,5.725589446158375548e-03,-2.748725920013680643e-02
3.330006641803278455e+01,4.471713024470322928e-01,5.504892633270611069e-02,4.496147115326188937e-01,-1.774893181101533032e-02,5.974432813109733197e-03,-2.415302988813930810e-02
3.340006661748633832e+01,4.454395978704549508e-01,5.565135794684228365e-02,4.473774078441289936e-01,-1.688509064174340338e-02,6.074175438236542775e-03,-2.059295463420361683e-02
3.350006681693989208e+01,4.437986393372820859e-01,5.625347500813696056e-02,4.455032465426268518e-01,-1.593401456284267506e-02,5.968141768827582919e-03,-1.689019663436273216e-02
3.360006701639344584e+01,4.422565350385070371e-01,5.683600376871142390e-02,4.440021826675114580e-01,-1.490800989714553826e-02,5.682410205221879139e-03,-1.313102098956016144e-02
3.370006721584699250e+01,4.408202826011243247e-01,5.738126436625724108e-02,4.428715985789163923e-01,-1.381698155749251124e-02,5.222779994905310356e-03,-9.480615682628213900e-03
3.380006741530054626e+01,4.394952549899213134e-01,5.787514056021498404e-02,4.421019831336703843e-01,-1.268351781038127082e-02,4.654724183216701200e-03,-5.911662521846819916e-03
3.390006761475410002e+01,4.382851263615874515e-01,5.830787718963423294e-02,4.416821273335027609e-01,-1.151900648350226083e-02,3.999991143031169857e-03,-2.485436733192265303e-03
3.400006781420765378e+01,4.371924193958859894e-01,5.867188786156536662e-02,4.415950350768741983e-01,-1.033508924175696037e-02,3.280207774976202396e-03,7.435950747854600494e-04
3.410006801366120044e+01,4.362184876260168931e-01,5.896172474641708794e-02,4.418186220050625002e-01,-9.143507304872525165e-03,2.516518360282064305e-03,3.728134569957327130e-03
3.420006821311475420e+01,4.353635121660622831e-01,5.917401670994789503e-02,4.423264481940570869e-01,-7.955967788709104524e-03,1.729312441873812924e-03,6.428368952426417524e-03
3.430006841256830796e+01,4.346265114837719601e-01,5.930738176699403008e-02,4.430884743865562414e-01,-6.784016457674573938e-03,9.379833790326072562e-04,8.812124499850495368e-03
3.440006861202186172e+01,4.340053634851279152e-01,5.936231706010883236e-02,4.440718261324888005e-01,-5.638918737221188318e-03,1.607202918598881923e-04,1.085487119227904543e-02
3.450006881147540838e+01,4.334968390122584392e-01,5.934106977632902513e-02,4.452415517357449781e-01,-4.531550434806974788e-03,-5.856651198884006097e-04,1.253959421175160696e-02
