time,x,y,z,xdot,ydot,zdot,xddot,yddot,zddot
9.034319999999999240e+00,5.897514221611093177e-01,4.683801200256524494e-02,1.332799055743353889e-01,7.243108262947314802e-03,-1.982499619228054663e-02,-3.853008481617425408e-03,-8.123678966239829269e-02,5.144799160214807814e-03,-1.657493320315118340e-02
9.134829999999999117e+00,5.900642244309942663e-01,4.486866463433516333e-02,1.328029517263661641e-01,-1.010656195827948009e-03,-1.941341176593812043e-02,-5.650093899288858787e-03,-8.222637160135370937e-02,4.100322241420523324e-03,-1.790308096273827976e-02
9.235260000000000247e+00,5.895518179594327890e-01,4.293517043725258303e-02,1.321552105215555439e-01,-9.198824617923692659e-03,-1.911063701990868557e-02,-7.255873862279395813e-03,-8.157288504809358243e-02,3.016328961514370705e-03,-1.599724108997173030e-02
9.335630000000000095e+00,5.882078459168872397e-01,4.102931146124057238e-02,1.313477626062739823e-01,-1.757924619912911574e-02,-1.886279175045701278e-02,-8.832182118066064791e-03,-8.348816622451234182e-02,2.469105742883625360e-03,-1.570363548002546086e-02
9.435940000000000438e+00,5.860284843722939341e-01,3.914832465407627055e-02,1.304027755587565673e-01,-2.584360481981572838e-02,-1.861506964373297809e-02,-9.996282521488953146e-03,-8.233191368442122071e-02,2.467878760424825711e-03,-1.159710248956384929e-02
9.536329999999999529e+00,5.830177507208101906e-01,3.729351979951973234e-02,1.293555170391554876e-01,-3.414398151272288184e-02,-1.834112749043906657e-02,-1.086989766223288995e-02,-8.269073606244801977e-02,2.729090393423043263e-03,-8.703204890104048602e-03
9.636710000000000775e+00,5.791755518940433500e-01,3.546887142737296245e-02,1.282370696890928752e-01,-4.241019448150987886e-02,-1.801421456937252891e-02,-1.141468966325603560e-02,-8.235038723267208705e-02,3.256800392495080940e-03,-5.427374350857284632e-03
9.737109999999999488e+00,5.745102385792231203e-01,3.368044245735576231e-02,1.270807399515146707e-01,-5.054418728626805524e-02,-1.761947132165449931e-02,-1.162468810689894563e-02,-8.103317199168387497e-02,3.932545584030907801e-03,-2.092064796485617294e-03
9.837469999999999715e+00,5.690283507115930783e-01,3.193538013412197674e-02,1.259167292826695594e-01,-5.868009482938277288e-02,-1.715015259345163343e-02,-1.156772894896645684e-02,-8.105224716500752935e-02,4.675487934921021549e-03,5.674434871081864094e-04
9.937870000000000203e+00,5.627681554746463144e-01,3.024003828152541790e-02,1.247751025761630606e-01,-6.605163029343295855e-02,-1.662881211027756809e-02,-1.117869718618467664e-02,-7.343735302442706836e-02,5.193743595956829689e-03,3.875646131046847805e-03
1.003825999999999929e+01,5.557937803130559296e-01,2.859890657672652797e-02,1.236824453225397330e-01,-7.290982580057388251e-02,-1.607003847591435483e-02,-1.059203344662965236e-02,-6.832331296846608226e-02,5.566663397007835801e-03,5.844512633554020502e-03
1.013869000000000042e+01,5.481637081599302075e-01,2.701424651218608738e-02,1.226549515577028265e-01,-7.911611371869992082e-02,-1.550363871817943620e-02,-9.880342412298095262e-03,-6.182882237186450303e-02,5.642637027873085610e-03,7.090070445623282598e-03
1.023910000000000053e+01,5.399492340438737381e-01,2.548506186553541053e-02,1.217013438668107378e-01,-8.455378613128455845e-02,-1.496471439041927379e-02,-9.119884876678162333e-03,-5.417165399822420485e-02,5.368918904912921806e-03,7.575896334726848168e-03
1.033948000000000000e+01,5.312479042036900578e-01,2.400434741407894701e-02,1.208209353357813931e-01,-8.881650676681415724e-02,-1.453789071276056534e-02,-8.421880313011538208e-03,-4.246644700857212656e-02,4.252140038974300956e-03,6.953721894798186448e-03
1.043988000000000049e+01,5.221427477754598812e-01,2.256465778997658253e-02,1.200088806268864855e-01,-9.259985898860163822e-02,-1.414731216971186305e-02,-7.757964068961473690e-03,-3.769084122054848496e-02,3.891055600222861031e-03,6.614124266339462509e-03
1.054019000000000084e+01,5.127055593346072637e-01,2.115734143129099215e-02,1.192565450706494085e-01,-9.543210327185192021e-02,-1.389286718067297630e-02,-7.232001618825954943e-03,-2.821563082682207457e-02,2.534854044516612632e-03,5.239788958021589574e-03
1.064058999999999955e+01,5.030306364077841152e-01,1.976747736804181435e-02,1.185485324939451329e-01,-9.733661741767844766e-02,-1.379958261260656564e-02,-6.874847570121322450e-03,-1.897331680070791018e-02,9.293276536799407713e-04,3.558071189745675659e-03
1.074097000000000079e+01,4.932075643927202879e-01,1.837825378300728466e-02,1.178674059838783900e-01,-9.838391078778685461e-02,-1.388010592489847747e-02,-6.696308186507181869e-03,-1.043343728262215511e-02,-8.021963592681843501e-04,1.778660607030620264e-03
1.084135000000000026e+01,4.833200411788758366e-01,1.697141821299117184e-02,1.171951999230723407e-01,-9.862078011642229358e-02,-1.415049391591943241e-02,-6.697111416048806033e-03,-2.359760268738109699e-03,-2.693682808284491616e-03,-8.002003340490978882e-06
1.094172000000000011e+01,4.734447948219279723e-01,1.552793588922546549e-02,1.165149551803516814e-01,-9.813929964039674880e-02,-1.461027689278780739e-02,-6.856475501578238908e-03,4.796646758968385431e-03,-4.580490041942079579e-03,-1.587630781336528711e-03
1.104213000000000022e+01,4.636496975376435681e-01,1.402907705270238156e-02,1.158124425327544393e-01,-9.702384396316852955e-02,-1.525384735875585582e-02,-7.140789941238404742e-03,1.111248975891141778e-02,-6.411433782809630721e-03,-2.832422088598881074e-03
1.114250999999999969e+01,4.539928381173593541e-01,1.245747521112310942e-02,1.150773050787627094e-01,-9.538496904823363931e-02,-1.605965030173938865e-02,-7.506510880565221526e-03,1.632694250443510880e-02,-8.027640303786928722e-03,-3.643417014100882277e-03
